2018-10-01 13:20:31 [main] INFO  c.s.lab.scpdr.ingest.conf.TagSource:49 - source data [{"tagName":"HELLO_WORLD_TAG_2","calculatedTagName":"CALCULATED_TAG_2","filePath":"/Users/sergeykim/dev/labs/threadstoptester/tank25_0th_270415_15-14.csv"},{"tagName":"HELLO_WORLD_TAG","calculatedTagName":"CALCULATED_TAG","filePath":"/Users/sergeykim/dev/labs/threadstoptester/tank27_300th_041217_11-58.csv"}]
2018-10-01 16:16:44 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean:185 - Servlet dispatcherServlet mapped to [/]
2018-10-01 16:16:44 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-10-01 16:16:44 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-10-01 16:16:44 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-10-01 16:16:44 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'requestContextFilter' to: [/*]
2018-10-01 16:16:44 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter:567 - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@8807e25: startup date [Mon Oct 01 16:16:42 MSK 2018]; root of context hierarchy
2018-10-01 16:16:44 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:548 - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-10-01 16:16:44 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:548 - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-10-01 16:16:44 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping:373 - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-01 16:16:44 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping:373 - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-01 16:16:45 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping:373 - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-01 16:16:45 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter:434 - Registering beans for JMX exposure on startup
2018-10-01 16:16:45 [main] INFO  o.a.coyote.http11.Http11NioProtocol:180 - Starting ProtocolHandler ["http-nio-8080"]
2018-10-01 16:16:45 [main] INFO  o.a.tomcat.util.net.NioSelectorPool:180 - Using a shared selector for servlet write/read
2018-10-01 16:16:45 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer:205 - Tomcat started on port(s): 8080 (http) with context path ''
2018-10-01 16:16:45 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:59 - Started EdgeEmulator in 3.232 seconds (JVM running for 3.907)
2018-10-01 16:16:45 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:48 - The application is about to start
2018-10-01 16:16:45 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:64 - value {tagName=HELLO_WORLD_TAG_2, calculatedTagName=CALCULATED_TAG_2, filePath=/Users/sergeykim/dev/labs/threadstoptester/tank25_0th_270415_15-14.csv} / {}
2018-10-01 16:16:45 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:64 - value {tagName=HELLO_WORLD_TAG, calculatedTagName=CALCULATED_TAG, filePath=/Users/sergeykim/dev/labs/threadstoptester/tank27_300th_041217_11-58.csv} / {}
2018-10-01 16:16:45 [main] INFO  c.s.lab.scpdr.ingest.TsIngestor:55 - token obtain url https://68ac3816-e6af-4cc2-9beb-06aa1f0944ac.predix-uaa.run.aws-usw02-pr.ice.predix.io/oauth/token?grant_type=client_credentials
2018-10-01 16:16:47 [main] INFO  com.smartdigit.lab.uaa.UaaTokenManager:48 - access_token: eyJhbGciOiJSUzI1NiIsImtpZCI6IldpM0NqIiwidHlwIjoiSldUIn0.eyJqdGkiOiI1ZTMxNmVhNzhjZTA0YzUwYTE4YjU2MDIzNGVmM2NhNyIsInN1YiI6InRpbWUtc2VyaWVzLWNvbW1hbmQtSlYiLCJzY29wZSI6WyJ0aW1lc2VyaWVzLnpvbmVzLjFlMDcwMmI3LTEyZTktNGJlNy04MzJmLWRhN2YxMGM0YTA4Ny51c2VyIiwidWFhLm5vbmUiLCJ0aW1lc2VyaWVzLnpvbmVzLjFlMDcwMmI3LTEyZTktNGJlNy04MzJmLWRhN2YxMGM0YTA4Ny5pbmdlc3QiXSwiY2xpZW50X2lkIjoidGltZS1zZXJpZXMtY29tbWFuZC1KViIsImNpZCI6InRpbWUtc2VyaWVzLWNvbW1hbmQtSlYiLCJhenAiOiJ0aW1lLXNlcmllcy1jb21tYW5kLUpWIiwiZ3JhbnRfdHlwZSI6ImNsaWVudF9jcmVkZW50aWFscyIsInJldl9zaWciOiJhZWFmMGE3MCIsImlhdCI6MTUzODM5OTgwNywiZXhwIjoxNTM4NDQzMDA3LCJpc3MiOiJodHRwczovLzY4YWMzODE2LWU2YWYtNGNjMi05YmViLTA2YWExZjA5NDRhYy5wcmVkaXgtdWFhLnJ1bi5hd3MtdXN3MDItcHIuaWNlLnByZWRpeC5pby9vYXV0aC90b2tlbiIsInppZCI6IjY4YWMzODE2LWU2YWYtNGNjMi05YmViLTA2YWExZjA5NDRhYyIsImF1ZCI6WyJ0aW1lLXNlcmllcy1jb21tYW5kLUpWIiwidGltZXNlcmllcy56b25lcy4xZTA3MDJiNy0xMmU5LTRiZTctODMyZi1kYTdmMTBjNGEwODciXX0.HEH-qYJJJKAXWmiwjVCzEhsZIYZR57lqAQGxAbTcCh6NygRb9b7t4a-ufQnSwdBPIWPE1E5eLt0rJbeVOm41L32-eS0gNYSibb8u8zDPdgGJ_zxlGX3vHN0uj9ZIp01MhKCCEgxT5-JJM46JmRVdxTkcEsI8VR8BOGX17iGCcplgpq5azrnB4TDap4Xf1ItjpkMzi0nB5e_hcDkIYWRtg5bPAeR_D2612dTIHHIPE5NNVzxdWstMQj07suo4OXqiGB_fiMWj3YU9pKG6cjN8tpDHgc2q0KgLh1wMsnbM33uE5-_eUDGvWTJQGTV3o414rOinjxitxmXeajGYfJJ4aw
2018-10-01 16:16:49 [main] INFO  c.s.lab.scpdr.ingest.TsIngestor:74 - message id 1538399809147 / {
  "messageId": "1538399807243",
  "body": [
    {"name": "HELLO_WORLD_TAG_2","datapoints": [[1538410607243,7097.005859,3]]},{"name": "HELLO_WORLD_TAG","datapoints": [[1538410607243,638.206630,3]]},{"name": "CALCULATED_TAG","datapoints": [[1538410607243,0.000000,3]]},{"name": "CALCULATED_TAG_2","datapoints": [[1538410607243,0.000000,3]]}
  ]
} / response:202
2018-10-01 16:16:53 [Thread-3] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext:989 - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@8807e25: startup date [Mon Oct 01 16:16:42 MSK 2018]; root of context hierarchy
2018-10-01 16:16:53 [Thread-3] INFO  o.s.j.e.a.AnnotationMBeanExporter:452 - Unregistering JMX-exposed beans on shutdown
2018-10-01 16:17:19 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:50 - Starting EdgeEmulator v1.0-test on 1403111-C02W56CHHTD5 with PID 7433 (/Users/sergeykim/dev/labs/threadstoptester/target/edge-emulator-1.0-test.jar started by sergeykim in /Users/sergeykim/dev/labs/threadstoptester)
2018-10-01 16:17:19 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:652 - No active profile set, falling back to default profiles: default
2018-10-01 16:17:19 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext:589 - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2a3046da: startup date [Mon Oct 01 16:17:19 MSK 2018]; root of context hierarchy
2018-10-01 16:17:20 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor:154 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-10-01 16:17:21 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer:91 - Tomcat initialized with port(s): 8080 (http)
2018-10-01 16:17:21 [main] INFO  o.a.coyote.http11.Http11NioProtocol:180 - Initializing ProtocolHandler ["http-nio-8080"]
2018-10-01 16:17:21 [main] INFO  o.a.catalina.core.StandardService:180 - Starting service [Tomcat]
2018-10-01 16:17:21 [main] INFO  o.a.catalina.core.StandardEngine:180 - Starting Servlet Engine: Apache Tomcat/8.5.28
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener:180 - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [/Users/sergeykim/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.]
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/]:180 - Initializing Spring embedded WebApplicationContext
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader:285 - Root WebApplicationContext: initialization completed in 1400 ms
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean:185 - Servlet dispatcherServlet mapped to [/]
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-10-01 16:17:21 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean:243 - Mapping filter: 'requestContextFilter' to: [/*]
2018-10-01 16:17:21 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter:567 - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2a3046da: startup date [Mon Oct 01 16:17:19 MSK 2018]; root of context hierarchy
2018-10-01 16:17:21 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:548 - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-10-01 16:17:21 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:548 - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-10-01 16:17:21 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping:373 - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-01 16:17:21 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping:373 - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-01 16:17:21 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping:373 - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-01 16:17:22 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter:434 - Registering beans for JMX exposure on startup
2018-10-01 16:17:22 [main] INFO  o.a.coyote.http11.Http11NioProtocol:180 - Starting ProtocolHandler ["http-nio-8080"]
2018-10-01 16:17:22 [main] INFO  o.a.tomcat.util.net.NioSelectorPool:180 - Using a shared selector for servlet write/read
2018-10-01 16:17:22 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer:205 - Tomcat started on port(s): 8080 (http) with context path ''
2018-10-01 16:17:22 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:59 - Started EdgeEmulator in 2.794 seconds (JVM running for 3.416)
2018-10-01 16:17:22 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:48 - The application is about to start
2018-10-01 16:17:22 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:64 - value {tagName=HELLO_WORLD_TAG_2, calculatedTagName=CALCULATED_TAG_2, filePath=/Users/sergeykim/dev/labs/threadstoptester/tank25_0th_270415_15-14.csv} / {}
2018-10-01 16:17:22 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:64 - value {tagName=HELLO_WORLD_TAG, calculatedTagName=CALCULATED_TAG, filePath=/Users/sergeykim/dev/labs/threadstoptester/tank27_300th_041217_11-58.csv} / {}
2018-10-01 16:17:22 [main] INFO  c.s.lab.scpdr.ingest.TsIngestor:55 - token obtain url https://68ac3816-e6af-4cc2-9beb-06aa1f0944ac.predix-uaa.run.aws-usw02-pr.ice.predix.io/oauth/token?grant_type=client_credentials
2018-10-01 16:17:23 [main] INFO  com.smartdigit.lab.uaa.UaaTokenManager:48 - access_token: eyJhbGciOiJSUzI1NiIsImtpZCI6IldpM0NqIiwidHlwIjoiSldUIn0.eyJqdGkiOiI5NmEwOTU3Y2M2NGM0NWUxOWNmNzBiYTMwMzM3MDk1OCIsInN1YiI6InRpbWUtc2VyaWVzLWNvbW1hbmQtSlYiLCJzY29wZSI6WyJ0aW1lc2VyaWVzLnpvbmVzLjFlMDcwMmI3LTEyZTktNGJlNy04MzJmLWRhN2YxMGM0YTA4Ny51c2VyIiwidWFhLm5vbmUiLCJ0aW1lc2VyaWVzLnpvbmVzLjFlMDcwMmI3LTEyZTktNGJlNy04MzJmLWRhN2YxMGM0YTA4Ny5pbmdlc3QiXSwiY2xpZW50X2lkIjoidGltZS1zZXJpZXMtY29tbWFuZC1KViIsImNpZCI6InRpbWUtc2VyaWVzLWNvbW1hbmQtSlYiLCJhenAiOiJ0aW1lLXNlcmllcy1jb21tYW5kLUpWIiwiZ3JhbnRfdHlwZSI6ImNsaWVudF9jcmVkZW50aWFscyIsInJldl9zaWciOiJhZWFmMGE3MCIsImlhdCI6MTUzODM5OTg0NCwiZXhwIjoxNTM4NDQzMDQ0LCJpc3MiOiJodHRwczovLzY4YWMzODE2LWU2YWYtNGNjMi05YmViLTA2YWExZjA5NDRhYy5wcmVkaXgtdWFhLnJ1bi5hd3MtdXN3MDItcHIuaWNlLnByZWRpeC5pby9vYXV0aC90b2tlbiIsInppZCI6IjY4YWMzODE2LWU2YWYtNGNjMi05YmViLTA2YWExZjA5NDRhYyIsImF1ZCI6WyJ0aW1lLXNlcmllcy1jb21tYW5kLUpWIiwidGltZXNlcmllcy56b25lcy4xZTA3MDJiNy0xMmU5LTRiZTctODMyZi1kYTdmMTBjNGEwODciXX0.D2yLsjuYeVT5sa1hjTYo3eJvuzxSmpkl46hYOKKlbmnwvUtkN3UNlUiiR8mdtMR0AC_wguSdmIFcG0t6PG3T-IbPV5Wj7XqmklGtV8m045nWEF0PzxJHVfCgOn1WWWKcLNEe0Y8NNHC61Z2gfgebXlZwCKsEHJI55OYqZcyMIi4zbaZwCW9XCpZOFZPkQTVKwCLlJlCIHC33xsYgjQwUe-WaUOgfIL1s17RCxGcEgbLxl2pJRnxJZHii0e2WIsVgm_-XnUkxv8saVTNRTbfE67tL4uECfG15bf8qUwlP1pjuoLUuerB4-9qp7GBN-WRE_haK-9l4PYzSMi63EduXug
2018-10-01 16:17:24 [Thread-3] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext:989 - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2a3046da: startup date [Mon Oct 01 16:17:19 MSK 2018]; root of context hierarchy
2018-10-01 16:17:24 [Thread-3] INFO  o.s.j.e.a.AnnotationMBeanExporter:452 - Unregistering JMX-exposed beans on shutdown
2018-10-01 16:17:33 [main] INFO  c.s.lab.scpdr.ingest.conf.TagSource:49 - source data {"tagName":"HELLO_WORLD_TAG_2","calculatedTagName":"CALCULATED_TAG_2","filePath":"/Users/sergeykim/dev/labs/threadstoptester/tank25_0th_270415_15-14.csv"}
2018-10-01 16:17:33 [main] INFO  c.s.lab.scpdr.ingest.conf.TagSource:49 - source data {"tagName":"HELLO_WORLD_TAG","calculatedTagName":"CALCULATED_TAG","filePath":"/Users/sergeykim/dev/labs/threadstoptester/tank27_300th_041217_11-58.csv"}
2018-10-01 16:17:33 [main] INFO  c.s.lab.test.ConfYamlWriterTest:38 - test data {tagSources=[TagSource{tagName='HELLO_WORLD_TAG_2', calculatedTagName='CALCULATED_TAG_2', filePath='/Users/sergeykim/dev/labs/threadstoptester/tank25_0th_270415_15-14.csv'}, TagSource{tagName='HELLO_WORLD_TAG', calculatedTagName='CALCULATED_TAG', filePath='/Users/sergeykim/dev/labs/threadstoptester/tank27_300th_041217_11-58.csv'}]}
2018-10-01 16:17:37 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:50 - Starting EdgeEmulator v1.0-test on 1403111-C02W56CHHTD5 with PID 7462 (/Users/sergeykim/dev/labs/threadstoptester/target/edge-emulator-1.0-test.jar started by sergeykim in /Users/sergeykim/dev/labs/threadstoptester)
2018-10-01 16:17:37 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:652 - No active profile set, falling back to default profiles: default
2018-10-01 16:17:38 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext:589 - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@24273305: startup date [Mon Oct 01 16:17:38 MSK 2018]; root of context hierarchy
2018-10-01 16:17:38 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor:154 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-10-01 16:17:39 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter:434 - Registering beans for JMX exposure on startup
2018-10-01 16:17:39 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:59 - Started EdgeEmulator in 1.535 seconds (JVM running for 2.124)
2018-10-01 16:17:39 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:48 - The application is about to start
2018-10-01 16:17:39 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:64 - value {tagName=HELLO_WORLD_TAG_2, calculatedTagName=CALCULATED_TAG_2, filePath=/Users/sergeykim/dev/labs/threadstoptester/tank25_0th_270415_15-14.csv} / {}
2018-10-01 16:17:39 [main] INFO  c.s.lab.scpdr.ingest.EdgeEmulator:64 - value {tagName=HELLO_WORLD_TAG, calculatedTagName=CALCULATED_TAG, filePath=/Users/sergeykim/dev/labs/threadstoptester/tank27_300th_041217_11-58.csv} / {}
2018-10-01 16:17:39 [main] INFO  c.s.lab.scpdr.ingest.TsIngestor:55 - token obtain url https://68ac3816-e6af-4cc2-9beb-06aa1f0944ac.predix-uaa.run.aws-usw02-pr.ice.predix.io/oauth/token?grant_type=client_credentials
